Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
119110-185889,TE,Tanner,Tanner Taula,Taula,,0,4000,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-226856,TE,JJ,JJ Galbreath,Galbreath,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-152111,WR,Mario,Mario Williams,Williams,,0,4000,HOU@LAR,LAR,HOU,Q,Undisclosed,,,,WR/FLEX
119110-201260,WR,Mason,Mason Tipton,Tipton,1.877777735,9,4000,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-226867,WR,Blayne,Blayne Taylor,Taylor,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-114224,WR,Kyrese,Kyrese Rowan,Rowan,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-226866,WR,Joaquin,Joaquin Davis,Davis,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-60981,TE,Charlie,Charlie Heck,Heck,,0,4000,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-114231,RB,George,George Holani,Holani,0.699999988,2,4000,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-226869,WR,Tyler,Tyler Kahmann,Kahmann,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-173626,TE,Nate,Nate Adkins,Adkins,2.807692308,13,4000,TEN@DEN,DEN,TEN,O,Ankle,,,,TE/FLEX
119110-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-173631,RB,Dante,Dante Miller,Miller,,0,4000,NYG@WAS,NYG,WAS,,,,,,RB/FLEX
119110-226878,TE,Carter,Carter Runyon,Runyon,,0,4000,LV@NE,LV,NE,,,,,,TE/FLEX
119110-152128,WR,Dominic,Dominic Lovett,Lovett,,0,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-87621,WR,A.T.,A.T. Perry,Perry,6.066666497,9,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-71241,WR,Brandon,Brandon Johnson,Johnson,1.399999976,1,4000,PIT@NYJ,PIT,NYJ,Q,Foot,,,,WR/FLEX
119110-104012,WR,Ashton,Ashton Dulin,Dulin,1.51666673,12,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-114252,WR,Xavier,Xavier Weaver,Weaver,0,3,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-71246,WR,Marquez,Marquez Callaway,Callaway,,0,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-104019,TE,Matt,Matt Orzech,Orzech,0,2,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-86612,TE,Brayden,Brayden Willis,Willis,0,2,4000,SF@SEA,SF,SEA,,,,,,TE/FLEX
119110-152148,TE,Gunnar,Gunnar Helm,Helm,,0,4000,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-18009,TE,Chris,Chris Manhertz,Manhertz,1.75,6,4000,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-27229,RB,Ameer,Ameer Abdullah,Abdullah,7.728571211,14,4000,SF@SEA,SF,SEA,Q,Ribs,,,,RB/FLEX
119110-152159,WR,Bryson,Bryson Green,Green,,0,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-138854,WR,Ke'Shawn,Ke'Shawn Williams,Williams,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-87657,WR,Seth,Seth Williams,Williams,,0,4000,LV@NE,LV,NE,Q,Undisclosed,,,,WR/FLEX
119110-129641,WR,Will,Will Sheppard,Sheppard,,0,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-66155,TE,Michael,Michael Jacobson,Jacobson,,0,4000,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-129643,RB,D.K.,D.K. Kaufman,Kaufman,,0,4000,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-131694,TE,Luke,Luke Lachey,Lachey,,0,4000,HOU@LAR,HOU,LAR,,,,,,TE/FLEX
119110-206447,RB,Max,Max Hurleman,Hurleman,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-95854,WR,Montrell,Montrell Washington,Washington,0,2,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-128624,WR,Tez,Tez Johnson,Johnson,,0,4000,TB@ATL,TB,ATL,,,,,,WR/FLEX
119110-87668,WR,Shedrick,Shedrick Jackson,Jackson,0,2,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-86646,RB,Trey,Trey Sermon,Sermon,2.862499952,16,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-201342,RB,Chris,Chris Collier,Collier,0.216666659,6,4000,LV@NE,LV,NE,,,,,,RB/FLEX
119110-135812,WR,Quentin,Quentin Skinner,Skinner,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-70282,WR,Demetric,Demetric Felton,Felton,,0,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-87690,TE,Sal,Sal Cannella,Cannella,,0,4000,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-167561,WR,Juice,Juice Wells Jr.,Wells Jr.,,0,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-86671,WR,Drake,Drake Stoops,Stoops,,0,4000,HOU@LAR,LAR,HOU,IR,Suspension,,,,WR/FLEX
119110-94864,RB,Jashaun,Jashaun Corbin,Corbin,1.399999976,2,4000,TB@ATL,ATL,TB,,,,,,RB/FLEX
119110-64147,WR,Britain,Britain Covey,Covey,1.380000019,5,4000,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-93845,WR,Tay,Tay Martin,Martin,11.39999962,1,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-136857,RB,Ja'Quinden,Ja'Quinden Jackson,Jackson,,0,4000,CAR@JAC,JAC,CAR,,,,,,RB/FLEX
119110-136860,WR,Moochie,Moochie Dixon,Dixon,,0,4000,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-137889,WR,Brennan,Brennan Presley,Presley,,0,4000,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-86692,TE,Thomas,Thomas Odukoya,Odukoya,,0,4000,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-94887,RB,Tyler,Tyler Badie,Badie,2.174999952,4,4000,TEN@DEN,DEN,TEN,,,,,,RB/FLEX
119110-167588,WR,Jacoby,Jacoby Jones,Jones,,0,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-137893,WR,Rashod,Rashod Owens,Owens,,0,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,TEN@DEN,DEN,TEN,,,,,,TE/FLEX
119110-94888,TE,Messiah,Messiah Swinson,Swinson,,0,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-114344,TE,Brent,Brent Matiscik,Matiscik,,0,4000,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-103083,WR,Theo,Theo Wease Jr.,Wease Jr.,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-152232,WR,Jordan,Jordan Moore,Moore,,0,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-88752,WR,Charlie,Charlie Jones,Jones,0.714285714,7,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-110259,WR,Treylon,Treylon Burks,Burks,1.1,5,4000,TEN@DEN,TEN,DEN,IR,Collarbone,,,,WR/FLEX
119110-72370,RB,J.J.,J.J. Taylor,Taylor,1.800000032,3,4000,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-52916,WR,Russell,Russell Gage Jr.,Gage Jr.,,0,4000,SF@SEA,SF,SEA,Q,Knee - mcl,,,,WR/FLEX
119110-104117,TE,Joshua,Joshua Simon,Simon,,0,4000,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-69302,TE,Feleipe,Feleipe Franks,Franks,0.425000012,4,4000,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-134837,WR,Tory,Tory Horton,Horton,,0,4000,SF@SEA,SEA,SF,Q,Ankle,,,,WR/FLEX
119110-61112,TE,Josiah,Josiah Deguara,Deguara,0.966666698,3,4000,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-128697,WR,Kobe,Kobe Hudson,Hudson,,0,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-135866,WR,Montana,Montana Lemonious-Craig,Lemonious-Craig,,0,4000,PIT@NYJ,PIT,NYJ,Q,Lower body,,,,WR/FLEX
119110-111300,RB,Jacardia,Jacardia Wright,Wright,,0,4000,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-193226,TE,Mason,Mason Pline,Pline,,0,4000,ARI@NO,NO,ARI,IR,Upper body,,,,TE/FLEX
119110-160463,TE,Tanner,Tanner McLachlan,McLachlan,,0,4000,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
119110-114382,WR,Cade,Cade McDonald,McDonald,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-63186,WR,James,James Proche II,Proche II,0.17777778,9,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-92882,TE,Connor,Connor Heyward,Heyward,1.857142857,7,4000,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-110290,WR,Winston,Winston Wright Jr.,Wright Jr.,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-86747,WR,Dylan,Dylan Drummond,Drummond,,0,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-92890,WR,Cody,Cody White,White,2.700000048,2,4000,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-111325,RB,Ulysses,Ulysses Bentley IV,Bentley IV,,0,4000,MIA@IND,IND,MIA,,,,,,RB/FLEX
119110-147168,WR,Chris,Chris Blair,Blair,1.100000024,2,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-104165,RB,Lew,Lew Nichols,Nichols,0,1,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-86762,TE,Jack,Jack Westover,Westover,0,1,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,2.833333333,3,4000,ARI@NO,NO,ARI,,,,,,RB/FLEX
119110-137966,WR,A.J.,A.J. Henning,Henning,,0,4000,MIA@IND,MIA,IND,Q,Undisclosed,,,,WR/FLEX
119110-61172,TE,Tyler,Tyler Davis,Davis,,0,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-131835,WR,Efton,Efton Chism III,Chism III,,0,4000,LV@NE,NE,LV,Q,Foot,,,,WR/FLEX
119110-152315,WR,J.J.,J.J. Jones,Jones,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-208634,WR,Tommy,Tommy Mellott,Mellott,,0,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-128765,RB,Nathan,Nathan Carter,Carter,,0,4000,TB@ATL,ATL,TB,,,,,,RB/FLEX
119110-86780,RB,Salvon,Salvon Ahmed,Ahmed,4.985714504,7,4000,MIA@IND,IND,MIA,IR,Ankle,,,,RB/FLEX
119110-91902,WR,Kyle,Kyle Philips,Philips,0,1,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-139005,WR,Chris,Chris Tyree,Tyree,,0,4000,ARI@NO,NO,ARI,Q,Undisclosed,,,,WR/FLEX
119110-137990,TE,Tip,Tip Reiman,Reiman,1.116666635,6,4000,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-156426,RB,Brock,Brock Lampe,Lampe,,0,4000,LV@NE,NE,LV,IR,Undisclosed,,,,RB/FLEX
119110-91912,WR,Chase,Chase Cota,Cota,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-86800,TE,Colson,Colson Yankoff,Yankoff,,0,4000,NYG@WAS,WAS,NYG,,,,,,TE/FLEX
119110-91923,WR,Kazmeir,Kazmeir Allen,Allen,,0,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-107286,WR,Jha'Quan,Jha'Quan Jackson,Jackson,-0.266666671,12,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-144154,WR,Daniel,Daniel Jackson,Jackson,,0,4000,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-91931,TE,Greg,Greg Dulcich,Dulcich,1.325000048,4,4000,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-111386,WR,Jerjuan,Jerjuan Newton,Newton,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-87844,TE,Brady,Brady Russell,Russell,0,1,4000,SF@SEA,SEA,SF,,,,,,TE/FLEX
119110-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,7.557143075,7,4000,SF@SEA,SF,SEA,NA,Knee - acl + mcl,,,,WR/FLEX
119110-72493,WR,Trishton,Trishton Jackson,Jackson,1.300000032,3,4000,ARI@NO,ARI,NO,IR,Thumb,,,,WR/FLEX
119110-138028,RB,Kalel,Kalel Mullings,Mullings,,0,4000,TEN@DEN,TEN,DEN,,,,,,RB/FLEX
119110-103214,WR,Eli,Eli Pancol,Pancol,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-138037,WR,Roman,Roman Wilson,Wilson,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-89912,RB,Blake,Blake Watson,Watson,2.799999952,1,4000,TEN@DEN,DEN,TEN,,,,,,RB/FLEX
119110-137017,TE,Drake,Drake Dabney,Dabney,,0,4000,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-201535,WR,Kameron,Kameron Johnson,Johnson,0.366666675,3,4000,TB@ATL,TB,ATL,Q,Undisclosed,,,,WR/FLEX
119110-172861,WR,Elic,Elic Ayomanor,Ayomanor,,0,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-72515,TE,Ian,Ian Thomas,Thomas,0.733333349,3,4000,LV@NE,LV,NE,,,,,,TE/FLEX
119110-91971,RB,Ronnie,Ronnie Rivers,Rivers,2.075000048,8,4000,HOU@LAR,LAR,HOU,Q,Ribs,,,,RB/FLEX
119110-159559,WR,Roc,Roc Taylor,Taylor,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-158532,WR,Monaray,Monaray Baldwin,Baldwin,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-201546,TE,Kevin,Kevin Foelsch,Foelsch,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-69451,TE,Jack,Jack Stoll,Stoll,0.666666667,3,4000,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,0,1,4000,TEN@DEN,DEN,TEN,,,,,,TE/FLEX
119110-41806,WR,Laquon,Laquon Treadwell,Treadwell,2.099999905,1,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-201553,WR,John,John Jiles,Jiles,,0,4000,LV@NE,NE,LV,,,,,,WR/FLEX
119110-91989,RB,Jordan,Jordan Mims,Mims,2.871428626,7,4000,TEN@DEN,TEN,DEN,,,,,,RB/FLEX
119110-103252,RB,Zonovan,Zonovan Knight,Knight,1.299999952,2,4000,ARI@NO,ARI,NO,,,,,,RB/FLEX
119110-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,5.5,12,4000,PIT@NYJ,PIT,NYJ,IR,Achilles,,,,TE/FLEX
119110-201561,WR,Cole,Cole Burgess,Burgess,,0,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-136031,WR,Rakim,Rakim Jarrett,Jarrett,2.112499952,8,4000,TB@ATL,TB,ATL,,,,,,WR/FLEX
119110-93023,RB,Jermar,Jermar Jefferson,Jefferson,1.850000024,2,4000,TEN@DEN,TEN,DEN,,,,,,RB/FLEX
119110-154461,WR,Ja'Corey,Ja'Corey Brooks,Brooks,,0,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-166749,RB,LeQuint,LeQuint Allen Jr.,Allen Jr.,,0,4000,CAR@JAC,JAC,CAR,,,,,,RB/FLEX
119110-201564,TE,Cam,Cam Grandy,Grandy,1.325000048,4,4000,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
119110-104289,WR,Malik,Malik Taylor,Taylor,1.149999976,2,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,0,2,4000,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-114530,WR,Jacob,Jacob Cowing,Cowing,0.579999987,15,4000,SF@SEA,SF,SEA,Q,Hamstring,,,,WR/FLEX
119110-192358,TE,Shawn,Shawn Bowman,Bowman,,0,4000,CAR@JAC,JAC,CAR,,,,,,TE/FLEX
119110-139114,RB,Jabari,Jabari Small,Small,,0,4000,DET@GB,DET,GB,Q,Undisclosed,,,,RB/FLEX
119110-169834,WR,Dareke,Dareke Young,Young,0,2,4000,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-120684,WR,Garrett,Garrett Greene,Greene,,0,4000,TB@ATL,TB,ATL,,,,,,WR/FLEX
119110-166764,WR,Cam,Cam Camper,Camper,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-147315,WR,Jayden,Jayden Higgins,Higgins,,0,4000,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-120694,WR,Ja'Lynn,Ja'Lynn Polk,Polk,2.053846213,13,4000,LV@NE,NE,LV,D,Shoulder,,,,WR/FLEX
119110-119672,RB,Kendall,Kendall Milton,Milton,,0,4000,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
119110-114557,WR,Cornelius,Cornelius Johnson,Johnson,,0,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-134014,WR,Jordan,Jordan Watkins,Watkins,,0,4000,SF@SEA,SF,SEA,Q,Ankle,,,,WR/FLEX
119110-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,1.100000024,2,4000,SF@SEA,SF,SEA,,,,,,WR/FLEX
119110-103302,WR,Courtney,Courtney Jackson,Jackson,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-103308,RB,Jawhar,Jawhar Jordan,Jordan,,0,4000,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-128913,WR,Malachi,Malachi Corley,Corley,0.74000001,5,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-128912,WR,Mitchell,Mitchell Tinsley,Tinsley,0,1,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-93075,TE,Hunter,Hunter Long,Long,1.255555577,9,4000,CAR@JAC,JAC,CAR,,,,,,TE/FLEX
119110-64403,WR,Irvin,Irvin Charles,Charles,0,1,4000,PIT@NYJ,NYJ,PIT,NA,Knee - acl,,,,WR/FLEX
119110-92056,TE,Cal,Cal Adomitis,Adomitis,0,2,4000,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
119110-155551,WR,Pat,Pat Bryant,Bryant,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-114591,TE,William,William Wagner,Wagner,,0,4000,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
119110-94116,TE,Will,Will Mallory,Mallory,0.612500012,8,4000,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-157609,WR,Gage,Gage Larvadain,Larvadain,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-167849,TE,Zach,Zach Horton,Horton,,0,4000,DET@GB,DET,GB,,,,,,TE/FLEX
119110-175021,RB,Jordan,Jordan James,James,,0,4000,SF@SEA,SF,SEA,Q,Finger,,,,RB/FLEX
119110-63419,WR,Andy,Andy Isabella,Isabella,0,2,4000,SF@SEA,SF,SEA,Q,Ankle,,,,WR/FLEX
119110-138169,TE,Jaheim,Jaheim Bell,Bell,0.75,4,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-104388,WR,Tom,Tom Kennedy,Kennedy,0,3,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-95184,WR,Xavier,Xavier Johnson,Johnson,,0,4000,HOU@LAR,HOU,LAR,IR,Hand,,,,WR/FLEX
119110-103378,TE,Erick,Erick All Jr.,All Jr.,3.224999905,8,4000,CIN@CLE,CIN,CLE,NA,Knee - acl,,,,TE/FLEX
119110-169937,WR,Lance,Lance McCutcheon,McCutcheon,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-73687,WR,Quez,Quez Watkins,Watkins,5.066666603,6,4000,ARI@NO,ARI,NO,Q,Undisclosed,,,,WR/FLEX
119110-72665,TE,Kenny,Kenny Yeboah,Yeboah,2.199999968,6,4000,DET@GB,DET,GB,IR,Undisclosed,,,,TE/FLEX
119110-184280,WR,Landon,Landon Parker,Parker,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-152540,TE,CJ,CJ Dippre,Dippre,,0,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-85986,TE,James,James Mitchell,Mitchell,1.266666651,3,4000,CAR@JAC,CAR,JAC,,,,,,TE/FLEX
119110-128996,WR,Ajou,Ajou Ajou,Ajou,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-138220,WR,Montorie,Montorie Foster Jr.,Foster Jr.,,0,4000,SF@SEA,SEA,SF,Q,Hamstring,,,,WR/FLEX
119110-138221,WR,Ricky,Ricky White III,White III,,0,4000,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-184307,RB,Quali,Quali Conley,Conley,,0,4000,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
119110-183290,WR,Andrew,Andrew Armstrong,Armstrong,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-152574,RB,Donovan,Donovan Edwards,Edwards,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,RB/FLEX
119110-12541,D,New England,New England Patriots,Patriots,3.764705882,17,3900,LV@NE,NE,LV,,,,,,DEF
119110-12556,D,Houston,Houston Texans,Texans,8.947368421,19,3800,HOU@LAR,HOU,LAR,,,,,,DEF
119110-12538,D,Los Angeles,Los Angeles Rams,Rams,7.842105263,19,3700,HOU@LAR,LAR,HOU,,,,,,DEF
119110-12544,D,New York,New York Jets,Jets,5.588235294,17,3600,PIT@NYJ,NYJ,PIT,,,,,,DEF
119110-12533,D,Green Bay,Green Bay Packers,Packers,8.388888889,18,3500,DET@GB,GB,DET,,,,,,DEF
119110-12550,D,Seattle,Seattle Seahawks,Seahawks,8.058823529,17,3500,SF@SEA,SEA,SF,,,,,,DEF
119110-12525,D,Atlanta,Atlanta Falcons,Falcons,5.705882353,17,3400,TB@ATL,ATL,TB,,,,,,DEF
119110-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,4.176470588,17,3400,CAR@JAC,JAC,CAR,,,,,,DEF
119110-12535,D,Indianapolis,Indianapolis Colts,Colts,5.352941176,17,3300,MIA@IND,IND,MIA,,,,,,DEF
119110-12534,D,Tennessee,Tennessee Titans,Titans,4.352941176,17,3200,TEN@DEN,TEN,DEN,,,,,,DEF
119110-12537,D,Las Vegas,Las Vegas Raiders,Raiders,4.176470588,17,3200,LV@NE,LV,NE,,,,,,DEF
119110-12542,D,New Orleans,New Orleans Saints,Saints,5.764705882,17,3100,ARI@NO,NO,ARI,,,,,,DEF
119110-12553,D,Carolina,Carolina Panthers,Panthers,2.411764706,17,3100,CAR@JAC,CAR,JAC,,,,,,DEF
119110-12529,D,Cleveland,Cleveland Browns,Browns,4.882352941,17,3000,CIN@CLE,CLE,CIN,,,,,,DEF
119110-12543,D,New York,New York Giants,Giants,5.411764706,17,3000,NYG@WAS,NYG,WAS,,,,,,DEF
